random_forest_weight,weighted_mlp_weight,ft_transformer_weight,tabnet_v1_weight,rows,positive_rate_actual,positive_rate_predicted,average_probability,roc_auc,average_precision,log_loss,brier_score,accuracy,balanced_accuracy,precision,recall,f1,threshold
0.1,0.2,0.1,0.6,19980,0.10490490490490491,0.5965465465465466,0.5195441518032968,0.6579955578870448,0.22321090910568855,0.7391467210585644,0.27153702997636314,0.45780780780780783,0.5907827223276041,0.13348435271415388,0.7590648854961832,0.22704245451302177,0.5
0.3,0.4,0.1,0.2,19980,0.10490490490490491,0.4633133133133133,0.4844149448841063,0.6579831528800532,0.22632225814092088,0.6733159545768508,0.24044611975728808,0.5693193193193193,0.6073746459370908,0.1484282164848223,0.6555343511450382,0.24205055932352681,0.5
0.2,0.4,0.1,0.3,19980,0.10490490490490491,0.5031031031031031,0.4959343615048001,0.6578987721550758,0.22728365784962248,0.6939217965216146,0.25027058095979726,0.536036036036036,0.6024710667217573,0.14315559092717867,0.6865458015267175,0.2369114257490945,0.5
0.1,0.2,0.3,0.4,19980,0.10490490490490491,0.5206706706706706,0.5052698794423544,0.6578659855882096,0.22212355292841165,0.7186288891838024,0.26122345528148894,0.5215715715715715,0.6009195604924698,0.14130539267518985,0.7013358778625954,0.23521881750540044,0.5
0.3,0.1,0.0,0.6,19980,0.10490490490490491,0.5734734734734734,0.5096876415812819,0.6578273566632122,0.21311280080935596,0.7167735312451989,0.2612654636792476,0.4781781781781782,0.5964756334716861,0.13649851632047477,0.7461832061068703,0.23078058137819094,0.5
0.6,0.3,0.1,0.0,19980,0.10490490490490491,0.3617617617617618,0.45590188186092623,0.6576895410371504,0.22415994116730883,0.6265739380754562,0.21798958068245963,0.6552552552552553,0.6225261481540922,0.16851134477033758,0.5811068702290076,0.26126126126126126,0.5
0.6,0.3,0.0,0.1,19980,0.10490490490490491,0.38368368368368366,0.4630390180413975,0.6576466437226502,0.21769283077939366,0.6365958583903748,0.22274520322445968,0.6383383383383383,0.6236059439884856,0.1654056874510827,0.6049618320610687,0.25978283138701086,0.5
0.2,0.0,0.1,0.7,19980,0.10490490490490491,0.6029529529529529,0.5201151088604059,0.6575671983230352,0.21244513175460422,0.7406902593466845,0.2721284178985688,0.4524024024024024,0.5898691802643328,0.13289615671951524,0.7638358778625954,0.22640175351764125,0.5
0.1,0.0,0.3,0.6,19980,0.10490490490490491,0.5488988988988989,0.5173602531201573,0.6574518450967303,0.20982162793831208,0.7449344644124755,0.27290603808935926,0.49904904904904906,0.6003422074573886,0.13923588948664176,0.728530534351145,0.23379009415907526,0.5
0.1,0.0,0.2,0.7,19980,0.10490490490490491,0.5888888888888889,0.5244973893006285,0.6573191515380714,0.21053506007679437,0.7550386881839675,0.27807126986808406,0.4645645645645646,0.5926617207414705,0.13445520992690804,0.7547709923664122,0.22824989179050642,0.5
0.0,0.2,0.2,0.6,19980,0.10490490490490491,0.58998998998999,0.5239264322435194,0.6570677567350918,0.22225009727149214,0.7534299536081162,0.2775269444981802,0.46266266266266265,0.5899145852576656,0.1335256192738378,0.7509541984732825,0.22673581100547394,0.5
0.0,0.3,0.2,0.5,19980,0.10490490490490491,0.5702202202202202,0.517881245404618,0.6568378105893621,0.224612759168578,0.7406660843278627,0.2717411110884467,0.4793293293293293,0.592696241341572,0.135434038444659,0.7361641221374046,0.22877900511527913,0.5
